Senior Citizen,Partner,Tenure,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn,Age,Married,Number of Dependents,CLTV,Population,Internet Service_Fiber optic,Internet Service_No,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
0,1,45,1,0,1,1,1,1,1,1,1,84.35,3858.05,0,63,1,0,3403,2536,False,False,False,True,False,False,True
0,1,39,1,0,0,0,0,0,0,0,1,19.85,854.8,0,35,1,1,3032,2723,False,True,False,True,False,False,False
0,0,5,1,0,0,0,1,0,1,1,1,70.0,347.4,1,39,0,0,2673,1140,False,False,True,False,False,False,True
0,1,72,1,1,1,1,1,1,1,0,0,82.3,5815.15,0,40,1,0,4162,659,False,False,False,True,False,False,False
0,1,58,1,1,0,1,0,0,1,0,1,66.8,3970.4,0,44,1,1,6433,228,False,False,False,False,False,False,False
0,0,70,0,0,1,1,1,1,0,0,1,44.6,3058.15,0,62,0,0,4442,1745,False,False,False,True,False,False,False
0,1,61,1,0,0,1,0,1,1,1,1,98.45,6145.2,0,41,1,1,4000,213,True,False,True,False,False,False,False
0,0,2,1,0,0,0,0,0,0,0,0,70.7,129.2,0,37,0,0,2388,9752,True,False,False,False,False,False,True
0,1,46,1,1,0,0,0,0,0,0,0,24.95,1165.9,0,39,1,0,3979,2010,False,True,True,False,False,False,True
0,0,1,1,1,0,0,0,0,0,0,1,49.95,49.95,1,51,0,0,2041,6202,False,False,False,False,False,False,False
0,1,22,1,0,0,0,0,0,0,0,1,69.25,1554.0,1,19,1,0,2159,1793,True,False,False,False,False,True,False
0,0,48,1,0,1,0,1,1,1,1,1,102.5,4904.25,0,43,0,0,3262,129,True,False,False,True,True,False,False
0,0,64,1,1,0,1,1,1,1,1,0,86.55,5632.55,0,35,0,0,4934,15286,False,False,False,True,True,False,False
0,1,72,1,1,0,0,0,0,0,0,0,24.3,1643.25,0,53,1,3,5160,11191,False,True,False,True,False,False,False
0,1,12,1,0,0,0,1,0,1,0,1,58.35,740.55,0,51,1,3,5068,485,False,False,False,False,True,False,False
1,1,34,1,1,0,1,1,0,0,1,1,94.25,3217.55,1,75,1,0,3369,844,True,False,False,False,False,True,False
0,1,72,1,0,1,1,1,0,0,1,0,68.75,4888.2,0,29,1,0,4505,929,False,False,False,True,True,False,False
0,1,29,1,1,0,1,1,0,0,0,1,85.8,2440.25,0,62,1,0,2568,6096,True,False,False,False,False,True,False
0,1,33,1,0,0,0,0,0,0,0,0,20.1,620.55,0,21,1,0,3636,751,False,True,True,False,True,False,False
0,0,1,1,0,0,0,0,0,0,0,0,20.35,20.35,0,47,0,0,5774,32202,False,True,False,False,False,False,True
0,1,62,1,1,0,1,1,1,1,1,1,110.8,6840.95,0,42,1,3,4306,25173,True,False,True,False,False,True,False
0,1,41,1,1,0,0,1,0,1,1,1,73.0,3001.2,1,34,1,0,2041,32040,False,False,True,False,False,True,False
0,0,64,1,1,0,0,1,0,1,1,1,100.05,6254.2,1,39,0,0,5452,2048,True,False,True,False,True,False,False
0,0,4,1,0,0,0,1,0,0,1,1,82.85,319.6,0,24,0,0,3154,1173,True,False,False,False,True,False,False
0,0,24,1,1,1,0,0,1,0,0,1,84.35,1938.05,0,44,0,0,2198,4354,True,False,False,False,False,True,False
0,1,14,1,0,0,0,0,0,0,0,0,19.55,294.5,0,56,1,0,5620,5501,False,True,True,False,False,False,True
0,0,3,1,0,0,0,0,0,0,0,0,19.95,58.3,0,38,0,3,4430,34146,False,True,False,False,False,False,True
1,0,4,1,0,0,1,1,0,1,1,1,99.8,442.85,1,65,0,0,2268,901,True,False,False,False,True,False,False
0,0,18,0,0,0,0,0,0,0,1,1,35.0,553.0,1,27,0,0,2649,2220,False,False,False,False,False,True,False
0,0,8,1,0,0,0,0,0,1,1,1,66.25,546.45,0,40,0,0,3026,49729,False,False,False,False,False,True,False
0,0,35,1,1,0,0,0,0,0,0,0,23.3,797.1,0,38,0,0,2416,3815,False,True,False,True,False,False,False
0,0,1,1,1,0,0,0,0,0,0,0,76.0,76.0,1,20,0,0,2567,14010,True,False,False,False,False,True,False
0,0,66,1,1,0,0,0,0,0,0,1,25.3,1673.8,0,64,0,3,6019,947,False,True,False,True,True,False,False
0,0,8,0,0,1,0,0,1,0,1,1,44.55,343.45,0,46,0,0,5489,364,False,False,False,True,False,False,True
0,1,71,1,1,1,0,1,0,1,1,1,104.1,7412.25,0,19,1,0,4695,21510,True,False,True,False,True,False,False
0,1,43,1,1,0,0,1,0,0,1,1,92.55,4039.0,0,59,1,3,3853,30614,True,False,False,False,False,False,False
1,0,2,1,1,0,0,0,0,1,1,1,93.85,170.85,1,77,0,0,4193,1219,True,False,False,False,False,True,False
1,0,29,1,0,0,1,1,0,1,1,1,101.45,2948.6,0,79,0,0,5285,24738,True,False,False,False,False,False,False
0,1,15,1,0,0,0,1,0,1,0,1,84.3,1308.4,1,36,1,0,4003,4731,True,False,False,False,False,True,False
0,1,65,1,1,1,1,1,1,0,0,0,94.55,6078.75,0,35,1,2,4603,2958,True,False,False,True,True,False,False
0,0,35,1,1,0,0,1,1,1,0,0,95.5,3418.2,0,27,0,0,3715,4610,True,False,False,False,False,True,False
0,0,64,1,0,1,1,0,0,1,1,1,100.3,6603.8,0,51,0,0,4986,1472,True,False,True,False,True,False,False
0,1,58,0,0,0,0,1,1,1,1,1,55.5,3166.9,0,58,1,0,4080,63157,False,False,False,True,True,False,False
1,0,18,1,0,0,1,0,0,0,0,1,49.85,865.75,0,69,0,0,3283,32564,False,False,False,False,True,False,False
0,1,67,1,1,0,1,0,0,0,1,1,89.55,6373.1,0,38,1,3,6111,1273,True,False,False,False,False,False,False
0,1,63,1,0,0,0,0,0,0,0,1,19.15,1177.05,0,59,1,3,6373,2344,False,True,False,True,False,False,True
0,1,60,1,1,0,1,0,0,1,1,1,99.8,5985.75,0,22,1,0,6213,19050,True,False,False,False,False,True,False
1,0,9,1,1,0,0,0,0,0,1,1,84.4,732.5,1,67,0,0,5745,3600,True,False,False,False,True,False,False
0,1,70,1,1,1,1,1,1,1,1,1,113.05,7869.05,0,56,1,2,4203,5889,True,False,False,True,True,False,False
0,1,15,1,1,0,0,1,0,1,1,1,101.1,1504.05,1,62,1,0,2055,8406,True,False,False,False,False,True,False
0,0,48,1,0,0,0,0,0,0,0,0,19.95,936.7,0,32,0,0,3396,38547,False,True,True,False,False,False,True
0,1,12,1,0,0,0,1,1,1,1,1,74.15,741.4,0,63,1,0,5426,751,False,False,False,False,False,True,False
1,1,71,1,1,1,1,1,1,0,0,1,92.0,6585.2,0,70,1,0,4322,1526,True,False,True,False,False,True,False
1,0,44,1,0,0,0,1,0,0,0,0,73.85,3122.4,0,69,0,0,4374,4829,True,False,False,False,False,True,False
0,0,1,1,1,0,0,0,0,0,0,1,50.45,50.45,1,37,0,0,2928,8525,False,False,False,False,False,True,False
0,1,45,1,1,0,0,0,0,0,0,0,24.45,1088.25,0,43,1,3,3586,350,False,True,False,True,False,False,True
0,0,23,1,1,0,0,0,0,0,0,0,24.8,615.35,0,21,0,0,4402,185,False,True,True,False,True,False,False
0,1,43,1,1,0,0,0,1,1,0,1,64.85,2908.2,0,64,1,0,4000,407,False,False,True,False,False,False,False
0,0,35,1,0,0,0,0,0,0,0,0,20.75,739.9,0,49,0,0,5876,183,False,True,False,False,False,False,False
0,1,9,1,0,1,1,0,1,1,0,1,68.95,593.85,0,47,1,0,2452,69,False,False,False,False,False,False,True
0,0,12,1,1,0,0,0,1,1,1,1,99.95,1132.75,1,20,0,0,5598,3747,True,False,False,False,False,False,True
1,1,65,1,1,1,1,1,0,1,1,1,109.4,7227.45,0,68,1,0,4452,8577,True,False,False,False,True,False,False
0,0,2,1,1,0,0,1,0,1,0,1,91.4,193.6,1,50,0,0,5100,88,True,False,False,False,False,True,False
0,0,27,1,1,0,0,0,0,0,0,0,49.0,1291.35,0,61,0,0,5428,25,False,False,False,False,False,False,True
0,0,40,1,0,0,0,1,0,0,0,1,50.25,2023.55,0,61,0,0,2449,31,False,False,True,False,False,False,True
1,0,5,1,0,0,0,1,0,0,0,1,75.55,349.65,1,78,0,0,4028,299,True,False,False,False,True,False,False
0,1,8,1,0,0,0,0,0,0,0,0,19.9,153.95,0,26,1,0,3152,20675,False,True,True,False,True,False,False
1,1,58,1,1,0,1,0,0,1,1,1,97.8,5458.8,0,66,1,0,6019,25418,True,False,True,False,False,False,False
0,1,52,1,0,1,0,1,0,1,1,0,100.3,5244.45,0,31,1,2,4811,47065,True,False,True,False,False,True,False
0,1,3,1,0,0,0,1,1,0,0,1,55.8,154.55,0,34,1,0,2662,22028,False,False,False,False,False,False,True
0,0,41,1,0,1,1,1,1,1,1,1,111.15,4507.15,0,29,0,3,5038,15494,True,False,False,True,False,True,False
0,0,20,1,1,0,0,0,1,1,1,1,98.55,2031.95,0,26,0,0,3300,15022,True,False,False,False,False,False,True
0,0,1,1,1,0,0,0,0,0,0,1,50.05,50.05,0,24,0,3,5523,16599,False,False,False,False,False,True,False
0,0,4,1,1,0,0,0,1,0,0,0,80.8,332.45,1,28,0,0,5436,25355,True,False,False,False,True,False,False
0,0,23,1,0,0,0,0,0,0,0,0,20.85,473.9,0,45,0,0,4263,16164,False,True,False,False,False,True,False
1,0,6,1,0,0,0,0,0,0,0,0,19.5,106.8,0,67,0,0,3288,14966,False,True,False,False,False,False,False
0,1,8,1,0,0,0,0,0,0,0,1,19.35,152.6,0,51,1,3,5416,21313,False,True,False,False,False,False,True
0,0,18,1,1,1,0,1,0,1,0,0,69.5,1199.4,0,56,0,0,4466,15975,False,False,False,False,False,False,True
1,0,52,0,0,1,0,0,0,1,1,1,48.8,2555.05,0,69,0,0,4865,37031,False,False,False,False,True,False,False
0,0,31,1,0,0,1,0,0,1,1,1,94.5,2979.2,0,56,0,0,3949,35426,True,False,False,False,False,True,False
0,1,29,1,0,0,0,0,0,0,0,1,20.65,654.85,0,20,1,1,4667,44683,False,True,False,False,False,False,True
0,1,36,1,1,1,1,1,1,0,1,1,106.05,3834.4,0,54,1,0,4505,72199,True,False,False,True,True,False,False
0,1,16,1,1,0,1,0,0,1,1,1,100.0,1534.75,1,61,1,0,3794,30580,True,False,False,False,False,True,False
0,1,42,1,1,0,0,1,1,1,1,1,108.3,4586.15,0,53,1,0,5106,30715,True,False,True,False,False,True,False
0,0,1,1,0,0,0,0,0,0,0,0,20.55,20.55,1,53,0,0,5636,38818,False,True,False,False,False,True,False
0,0,60,1,0,0,1,1,0,1,1,1,99.65,5941.05,0,38,0,0,4616,19611,True,False,False,True,False,True,False
0,0,5,1,1,0,1,1,0,0,0,1,85.3,424.15,1,30,0,0,2264,54880,True,False,False,False,False,True,False
0,1,22,1,1,1,0,0,1,1,0,0,95.9,2234.95,0,42,1,0,3207,11396,True,False,False,False,True,False,False
0,1,36,1,0,0,0,0,0,0,0,0,20.0,666.75,0,47,1,0,4175,592,False,True,True,False,False,False,True
0,0,4,1,0,0,0,0,0,0,0,0,70.4,281.0,1,19,0,0,4494,42832,True,False,False,False,False,True,False
0,0,9,1,0,1,0,0,1,0,1,0,64.95,547.8,0,40,0,0,3013,9063,False,False,False,False,False,False,True
0,1,1,1,0,0,1,0,0,0,0,0,74.6,74.6,0,28,1,1,5494,31422,True,False,False,False,True,False,False
0,1,12,1,0,1,0,0,0,0,0,1,49.2,571.15,0,39,1,3,3582,8403,False,False,False,False,False,True,False
0,0,23,1,1,0,0,0,1,1,1,1,73.75,1756.6,0,37,0,0,3483,854,False,False,True,False,False,False,True
0,0,62,1,1,1,1,0,0,0,1,1,92.3,5731.45,0,35,0,0,6468,264,True,False,True,False,False,False,False
0,0,37,1,1,0,0,0,1,1,1,0,98.8,3475.55,1,27,0,0,3066,34894,True,False,False,False,False,False,False
0,0,8,1,0,0,0,0,0,0,0,0,19.2,156.85,0,42,0,0,2879,20993,False,True,False,False,False,False,True
0,1,31,1,1,0,0,1,0,1,0,0,88.65,2683.2,0,46,1,0,4821,31373,True,False,False,False,True,False,False
0,1,13,1,1,0,0,0,0,0,0,1,74.4,896.75,1,36,1,0,3687,36432,True,False,False,False,True,False,False
0,0,24,1,1,0,0,1,0,1,1,1,98.75,2407.3,1,35,0,0,4016,23362,True,False,False,False,False,True,False
0,1,45,1,1,0,1,1,0,0,1,1,95.95,4456.65,0,54,1,2,5322,38091,True,False,False,False,False,False,False
1,1,69,1,1,0,1,0,1,1,1,0,105.4,6998.95,0,73,1,0,5467,5654,True,False,False,True,True,False,False
0,0,2,1,0,0,0,0,0,0,0,0,20.25,36.8,0,35,0,0,5736,118,False,True,False,False,False,False,True
0,1,61,1,1,1,1,0,0,1,1,1,106.0,6547.7,1,52,1,0,4334,4796,True,False,True,False,False,True,False
0,0,41,1,1,0,1,1,0,1,1,1,104.7,4346.4,1,21,0,0,3316,626,True,False,False,False,False,True,False
0,0,44,0,0,0,0,1,0,1,1,1,49.05,2265.0,0,58,0,0,3910,1279,False,False,True,False,False,True,False
0,0,39,0,0,0,0,1,1,0,0,0,35.55,1309.15,0,41,0,0,3752,3169,False,False,True,False,False,False,True
0,1,72,0,0,1,1,1,1,1,1,1,65.1,4754.3,0,53,1,0,4969,1477,False,False,False,True,True,False,False
1,0,13,1,0,0,0,1,0,1,1,1,96.85,1235.55,0,74,0,0,3098,1237,True,False,False,False,False,True,False
0,1,51,1,0,1,1,0,1,0,1,1,69.75,3562.5,0,50,1,0,5628,303,False,False,True,False,True,False,False
1,1,71,1,0,0,1,1,0,1,1,1,99.2,7213.75,0,70,1,0,4951,632,True,False,False,True,False,True,False
1,0,22,1,1,0,0,0,0,1,1,1,96.7,2082.95,1,65,0,0,4458,86,True,False,False,False,False,True,False
0,0,2,1,0,0,1,0,1,0,0,1,55.05,102.75,1,47,0,0,5855,262,False,False,False,False,True,False,False
0,0,56,1,1,0,1,1,0,1,1,1,106.8,5914.4,0,49,0,0,6161,35808,True,False,True,False,False,True,False
0,0,1,1,0,1,0,0,0,0,0,0,51.25,51.25,0,32,0,0,4483,32848,False,False,False,False,False,False,True
0,1,23,1,0,1,1,0,1,0,0,1,57.75,1282.85,0,30,1,0,3794,282,False,False,True,False,False,False,True
1,1,66,1,1,0,1,1,0,1,0,1,70.85,4738.85,0,73,1,0,5572,7503,False,False,True,False,False,False,False
0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,21,0,0,5750,178,False,True,False,False,False,False,True
1,0,19,1,1,0,1,0,0,1,0,1,88.2,1775.8,1,74,0,0,5683,614,True,False,False,False,False,True,False
0,0,11,1,0,1,0,1,0,0,0,1,79.5,795.65,0,20,0,0,2278,404,True,False,False,False,False,False,False
0,1,8,1,0,0,0,0,0,0,0,1,19.75,145.0,1,44,1,0,2247,19,False,True,True,False,False,False,True
0,1,52,1,1,1,1,1,0,0,1,0,98.15,4993.4,0,41,1,1,5123,3524,True,False,False,False,False,False,False
0,0,3,1,0,0,0,0,0,0,0,1,20.25,61.45,0,19,0,0,4050,587,False,True,False,False,False,True,False
0,1,51,1,0,1,1,0,0,0,0,1,79.15,4018.55,0,29,1,2,6321,452,True,False,False,False,False,False,False
1,0,15,1,1,0,0,0,0,0,0,0,75.65,1146.65,1,70,0,0,2099,1351,True,False,False,False,False,True,False
1,1,64,1,1,0,1,1,0,0,1,1,94.25,6081.4,0,79,1,0,6020,1454,True,False,False,False,False,True,False
0,0,37,0,0,0,0,1,0,0,1,1,40.2,1478.85,0,64,0,0,5924,76,False,False,False,False,True,False,False
0,0,13,1,0,0,0,0,0,0,0,0,19.95,243.65,0,59,0,0,2884,23990,False,True,False,True,False,False,True
0,1,49,1,1,1,0,0,0,0,0,1,55.35,2633.95,0,29,1,0,5601,9752,False,False,True,False,False,True,False
1,0,45,1,1,0,0,1,0,1,1,1,102.15,4735.35,0,74,0,0,5391,2064,True,False,True,False,False,False,False
0,0,18,1,0,0,0,0,0,0,0,1,71.1,1247.75,0,19,0,0,4911,9763,True,False,False,False,False,True,False
1,0,1,1,1,0,0,0,0,0,0,1,74.7,74.7,1,69,0,0,3348,17922,True,False,False,False,False,True,False
0,1,68,0,0,1,0,1,0,1,1,1,54.1,3794.5,0,42,1,0,4601,531,False,False,False,True,False,False,False
0,0,54,1,0,0,0,0,0,0,0,0,19.65,1008.7,0,27,0,0,5708,1931,False,True,False,True,True,False,False
1,1,23,1,0,0,1,1,0,0,1,1,88.45,2130.55,0,74,1,3,3937,8695,True,False,False,False,False,False,False
0,0,17,1,0,0,0,1,0,0,0,1,76.65,1313.55,1,62,0,0,3182,11168,True,False,False,False,False,True,False
0,1,71,1,1,1,1,1,1,0,1,0,80.4,5727.15,0,22,1,0,5228,1146,False,False,False,True,True,False,False
0,1,67,1,0,0,0,0,0,0,0,1,19.25,1372.9,0,56,1,1,5154,301,False,True,False,True,False,False,False
0,1,14,1,1,0,0,0,0,1,0,1,84.8,1203.9,0,46,1,3,2452,776,True,False,False,False,False,True,False
1,0,1,0,0,0,0,0,0,0,0,1,25.8,25.8,1,76,0,0,3884,17269,False,False,False,False,False,False,True
0,0,63,1,0,0,0,0,0,0,0,0,19.5,1215.1,0,48,0,1,4370,565,False,True,False,True,True,False,False
0,0,41,1,1,0,0,1,1,0,1,1,68.6,2877.05,0,36,0,0,4572,6439,False,False,True,False,False,True,False
0,1,17,1,1,0,0,0,0,1,1,0,92.6,1579.7,0,46,1,0,4756,1519,True,False,False,False,False,True,False
0,1,56,1,1,1,0,0,0,1,1,1,100.55,5514.95,0,28,1,0,4847,13706,True,False,True,False,False,True,False
0,0,5,1,0,0,0,0,0,0,0,0,20.55,96.1,0,49,0,0,5967,17782,False,True,False,False,True,False,False
0,0,2,0,0,1,1,0,0,0,1,1,42.6,72.4,1,49,0,0,4648,28382,False,False,False,False,False,True,False
0,1,3,1,0,0,0,0,0,0,0,1,19.6,55.25,0,28,1,0,2941,1254,False,True,False,False,False,False,True
0,0,37,1,1,1,1,1,1,0,0,0,67.45,2443.3,0,42,0,0,5042,28318,False,False,True,False,False,True,False
0,0,29,1,0,1,1,1,0,0,1,1,68.85,1970.5,1,45,0,0,5449,495,False,False,False,False,False,False,False
0,0,8,1,0,0,0,0,0,0,0,0,43.55,335.4,0,44,0,0,3266,6189,False,False,False,False,False,False,True
0,0,63,1,1,0,1,1,1,1,1,1,109.85,7002.95,0,40,0,0,5775,26971,True,False,False,False,True,False,False
0,1,7,1,0,0,0,0,0,0,0,0,20.65,158.95,0,61,1,1,4058,74,False,True,False,False,False,False,True
0,0,3,1,0,0,1,0,0,1,1,0,95.4,293.15,0,52,0,0,2813,1601,True,False,False,False,False,True,False
0,1,72,1,0,0,0,0,0,0,0,0,21.0,1493.75,0,19,1,1,4974,963,False,True,False,True,False,False,False
0,0,19,1,0,0,0,0,0,0,1,1,56.2,1093.4,0,57,0,0,3384,28,False,False,False,False,False,True,False
0,1,59,1,0,0,0,0,0,0,0,0,18.4,1057.85,0,60,1,0,4375,844,False,True,False,True,False,False,False
0,1,2,1,0,0,0,1,1,0,1,0,90.0,190.05,1,51,1,0,3902,101,True,False,False,False,True,False,False
0,1,35,1,1,0,0,0,0,0,0,1,25.75,882.55,0,62,1,1,4194,3193,False,True,False,False,False,True,False
0,0,14,1,0,0,0,0,0,0,0,0,19.6,300.4,0,64,0,0,2847,513,False,True,False,False,True,False,False
0,0,14,1,0,0,0,1,0,0,0,0,75.35,1025.95,1,42,0,0,4995,73,True,False,False,False,False,True,False
0,1,69,1,0,0,0,0,0,0,0,0,19.8,1436.95,0,29,1,2,5423,145,False,True,False,True,True,False,False
1,1,7,1,1,1,1,0,1,0,0,0,64.2,475.0,0,68,1,0,5116,4579,False,False,False,False,False,True,False
0,1,69,1,0,1,1,1,1,1,0,1,75.75,5388.15,0,64,1,0,5839,8812,False,False,False,True,False,False,False
0,1,72,1,1,0,1,0,1,1,1,1,78.95,5730.15,0,56,1,0,5050,34967,False,False,False,True,False,True,False
0,0,8,1,1,0,1,0,0,1,1,0,100.85,819.55,1,56,0,0,3849,27786,True,False,False,False,False,True,False
0,1,4,1,0,1,0,0,0,0,0,0,50.3,217.1,0,61,1,1,3147,31586,False,False,False,False,False,True,False
0,1,63,1,0,0,1,1,0,0,0,1,80.3,4896.35,0,30,1,2,5157,30338,True,False,False,False,True,False,False
0,0,72,1,0,0,0,0,0,0,0,0,19.85,1434.1,0,52,0,0,4790,41476,False,True,False,True,False,False,False
0,0,46,1,0,0,0,0,0,0,0,1,21.1,937.1,0,42,0,0,4791,615,False,True,False,True,False,True,False
0,1,5,1,0,0,0,0,0,0,0,0,69.95,330.15,1,55,1,0,2969,21418,True,False,False,False,False,True,False
0,1,30,1,0,0,0,1,0,0,0,1,50.0,1474.9,0,53,1,0,4715,899,False,False,False,False,False,False,True
0,0,63,1,1,0,1,1,0,1,1,1,104.75,6536.5,0,52,0,0,5882,595,True,False,False,True,False,False,False
0,0,60,1,0,0,0,0,0,0,0,0,19.85,1128.1,0,53,0,0,6213,269,False,True,False,True,False,False,False
0,1,63,1,1,0,1,1,0,1,1,1,107.5,6873.75,1,50,1,0,6144,265,True,False,True,False,False,True,False
0,1,25,1,0,0,0,0,1,1,0,0,85.9,2199.05,0,26,1,3,3153,4552,True,False,False,False,False,True,False
0,0,1,1,0,0,0,0,0,0,0,1,45.85,45.85,1,58,0,0,5930,290,False,False,False,False,False,False,True
1,1,6,1,1,0,0,1,0,0,0,1,80.8,457.1,0,75,1,0,5611,417,True,False,False,False,False,True,False
0,0,22,1,1,0,0,0,0,0,0,0,25.25,566.5,0,61,0,0,3403,344,False,True,False,True,False,False,True
0,1,31,1,1,0,1,0,1,1,1,0,80.55,2471.6,0,58,1,0,3491,228,False,False,False,True,False,False,False
0,1,39,1,0,0,0,1,1,0,0,1,81.5,3107.3,0,64,1,5,2042,6277,True,False,False,False,False,False,False
0,0,26,1,0,0,0,0,0,0,0,0,20.9,518.3,0,31,0,0,5895,2664,False,True,False,False,False,False,True
0,1,53,1,0,1,1,1,0,1,1,1,106.1,5769.75,1,44,1,0,4471,13840,True,False,True,False,False,False,False
0,0,1,1,0,0,1,0,1,1,0,0,91.7,91.7,1,20,0,0,4319,12348,True,False,False,False,False,True,False
0,0,12,1,1,1,1,0,1,0,0,1,67.25,832.3,0,54,0,0,4334,1162,False,False,False,False,False,True,False
0,0,16,1,1,0,1,1,0,0,1,1,95.6,1555.65,1,39,0,0,5915,960,True,False,False,False,True,False,False
0,0,2,1,0,0,0,0,0,0,0,0,20.35,45.3,0,52,0,0,5994,2602,False,True,False,False,False,False,True
0,0,39,0,0,1,0,0,1,1,0,0,45.05,1790.6,0,40,0,0,4003,2156,False,False,True,False,False,False,False
0,0,1,1,1,0,0,0,0,0,0,1,74.95,74.95,1,59,0,0,2591,1902,True,False,False,False,False,True,False
0,1,7,0,0,1,0,0,1,0,0,0,34.65,246.6,0,37,1,1,5996,84,False,False,False,False,False,False,True
1,0,4,1,0,0,0,0,0,0,0,0,69.35,261.65,0,77,0,0,4140,170,True,False,False,False,False,True,False
1,0,10,1,1,0,0,0,0,1,1,1,95.35,898.35,1,71,0,0,5353,48690,True,False,False,False,False,True,False
0,0,55,1,0,0,1,1,0,0,0,1,81.55,4509.5,0,39,0,0,5167,373,True,False,False,False,False,True,False
0,1,72,1,0,0,1,1,0,1,1,1,75.4,5480.25,0,43,1,0,4171,392,False,False,False,True,False,False,False
0,1,10,1,0,0,0,1,0,1,1,1,67.8,653.15,0,62,1,0,2709,3357,False,False,False,False,True,False,False
1,0,11,1,1,0,1,1,1,1,1,1,111.4,1183.05,0,75,0,0,3175,295,True,False,False,False,False,True,False
0,1,15,1,0,0,0,0,0,0,0,0,46.3,639.45,0,24,1,3,3103,616,False,False,False,False,False,True,False
0,1,23,1,0,0,0,0,0,0,0,0,20.4,478.75,0,48,1,1,4698,1294,False,True,False,True,False,False,False
0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,46,0,3,4221,397,False,True,False,False,False,False,True
1,0,3,1,0,0,0,0,0,0,0,0,45.0,127.1,1,76,0,0,4145,42239,False,False,False,False,False,True,False
0,1,47,1,0,1,1,1,0,0,1,1,96.1,4391.45,0,23,1,2,5793,1026,True,False,True,False,False,True,False
0,0,15,1,0,0,0,0,0,0,0,0,19.65,270.6,0,36,0,0,4818,268,False,True,True,False,False,False,True
0,0,66,1,0,0,1,1,0,1,1,0,99.5,6710.5,1,62,0,0,4001,911,True,False,False,False,False,True,False
1,1,68,1,0,0,1,1,1,0,0,1,60.65,3975.9,0,78,1,0,6418,734,False,False,True,False,False,False,False
0,1,17,1,0,0,0,1,1,1,1,0,98.6,1704.95,1,38,1,0,5160,482,True,False,True,False,False,False,False
0,0,7,1,0,0,0,0,1,1,0,1,59.5,415.95,1,54,0,0,4661,1236,False,False,False,False,False,False,True
1,1,12,1,0,0,0,0,0,0,1,1,80.45,950.2,1,77,1,0,5374,1845,True,False,False,False,False,True,False
1,1,21,1,1,0,1,1,0,0,1,0,71.7,1497.05,0,73,1,0,2784,386,False,False,True,False,False,False,False
0,0,21,0,0,0,1,0,1,0,0,1,36.0,780.15,0,39,0,0,3378,3756,False,False,False,False,False,False,True
0,1,56,1,1,1,0,0,0,1,0,0,65.2,3512.15,0,62,1,0,4775,1554,False,False,True,False,False,False,False
0,1,6,1,1,0,0,0,0,0,0,1,48.95,273.25,0,28,1,1,3061,1586,False,False,False,False,True,False,False
1,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,0,75,0,0,5693,816,False,False,False,True,False,False,False
0,1,42,1,1,1,0,0,1,1,1,0,80.45,3375.9,0,30,1,0,4397,598,False,False,True,False,True,False,False
0,1,68,1,1,1,0,1,1,1,1,1,109.05,7508.55,0,55,1,3,6391,78,True,False,False,True,False,False,False
0,1,48,1,1,0,0,0,0,0,0,0,26.3,1245.05,0,59,1,3,2111,830,False,True,False,True,False,False,False
1,0,50,1,1,0,1,0,1,1,1,1,106.8,5347.95,0,66,0,0,5746,124,True,False,True,False,False,True,False
1,0,7,1,0,0,1,1,0,1,0,1,64.95,493.65,0,67,0,0,4615,42239,False,False,False,False,False,True,False
0,1,63,1,0,0,0,0,0,0,0,0,19.35,1263.85,0,31,1,3,4566,431,False,True,False,True,False,True,False
0,0,17,1,0,0,0,0,0,0,0,0,21.1,385.55,0,24,0,0,2842,7309,False,True,False,False,True,False,False
0,1,42,1,0,0,0,0,0,1,0,1,77.95,3384.0,1,53,1,0,5396,240,True,False,False,False,True,False,False
0,1,4,1,0,0,0,0,0,0,0,0,18.85,84.2,0,41,1,1,5279,829,False,True,False,False,False,False,True
0,0,62,1,1,0,0,0,0,0,0,0,26.0,1638.7,0,51,0,3,4535,182,False,True,False,True,False,False,False
1,0,2,1,0,0,1,0,0,0,0,1,74.7,165.4,1,74,0,0,2803,4931,True,False,False,False,False,True,False
0,1,2,1,0,0,0,0,0,0,0,1,70.35,120.25,0,45,1,0,4917,263,True,False,False,False,False,True,False
0,1,48,1,1,1,1,1,0,1,0,1,96.9,4473.45,0,33,1,0,2613,433,True,False,False,True,False,False,False
0,1,27,1,0,0,0,0,0,0,0,0,19.55,520.55,0,53,1,0,4430,215,False,True,False,True,False,False,False
0,1,70,1,0,0,1,1,1,1,1,1,80.4,5717.85,0,28,1,0,6367,26438,False,False,False,True,False,False,False
1,0,1,1,1,0,0,1,0,1,0,1,88.8,88.8,1,77,0,0,3106,459,True,False,False,False,False,True,False
0,1,46,1,1,0,1,1,0,1,0,1,94.65,4312.5,0,44,1,0,4120,88,True,False,True,False,False,True,False
0,0,30,1,0,0,0,0,0,1,1,1,90.25,2755.35,1,33,0,0,5654,28201,True,False,False,False,False,True,False
