LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Age,Married,Number of Dependents,Satisfaction Score,CLTV,Churn Category,Churn Reason,Zip Code,Population
346456,6921-OZMFH,No,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No,38,Yes,1,3,3598,,,95051,52986
131145,9578-FOMUK,No,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,No,53,No,3,3,3965,,,95054,13031
182544,4712-UYOOI,No,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,417.65,No,21,Yes,3,3,3402,,,95060,43192
775678,8824-RWFXJ,No,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,Yes,21,Yes,0,1,2539,Competitor,Competitor had better devices,95062,36631
223958,7722-CVFXN,No,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,No,50,Yes,3,5,5546,,,95064,4563
898579,8717-VCTXJ,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,No,32,No,0,3,5293,,,95065,8365
528229,7363-QTBIW,No,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,No,24,Yes,0,5,4654,,,95066,14574
649885,4159-NAAIX,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253.0,No,24,No,0,3,4769,,,95070,30589
707470,0971-QIFJK,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,No,57,Yes,0,3,4884,,,95073,9823
477737,9397-TZSHA,No,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,No,24,No,0,5,5294,,,95076,81141
784517,3391-JSQEW,No,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,No,32,Yes,0,4,2454,,,95110,18197
764197,0343-QLUZP,No,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,No,38,No,0,3,5544,,,95111,57748
461501,9763-PDTKK,No,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes,59,No,0,1,4249,Competitor,Competitor had better devices,95112,52334
394994,2176-LVPNX,Yes,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,No,69,No,0,3,4994,,,95113,561
473101,7627-JKIAZ,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes,62,Yes,0,3,3982,Competitor,Competitor offered higher download speeds,95116,51706
139087,3312-UUMZW,No,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No,33,Yes,0,4,3981,,,95117,29914
660286,1271-UODNO,No,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,No,60,No,0,3,2380,,,95118,31926
263133,8461-EFQYM,No,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.25,914.4,No,36,No,0,3,2997,,,95119,10155
605043,6900-RBKER,No,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,No,32,No,0,3,5386,,,95120,37090
436328,6891-JPYFF,No,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No,57,Yes,3,3,4275,,,95121,37127
725445,1459-QNFQT,No,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,No,21,Yes,0,4,4031,,,95122,59841
861470,1047-NNCBF,No,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,No,56,No,0,3,5790,,,95123,59632
332285,3696-XRIEN,No,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,No,59,No,0,4,5258,,,95124,45257
356712,4081-DYXAV,No,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes,27,No,0,3,5182,Competitor,Competitor offered higher download speeds,95125,46185
854133,0074-HDKDG,No,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,No,46,Yes,0,3,3807,,,95126,27023
842865,8791-GFXLZ,No,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No,58,No,0,5,4244,,,95127,60620
913809,8111-SLLHI,Yes,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,65,Yes,0,3,4687,Attitude,Attitude of support person,95128,32804
402920,0927-LCSMG,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes,23,No,0,3,3331,Competitor,Competitor offered more data,95129,37570
895001,9330-DHBFL,No,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,No,29,Yes,0,4,2072,,,95130,13481
642976,0098-BOWSO,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,No,26,No,0,5,3792,,,95131,26389
177583,3452-ABWRL,Yes,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No,70,No,0,3,5527,,,95132,40568
675535,5859-HZYLF,No,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,No,45,Yes,2,5,4347,,,95133,26032
870526,8257-RZAHR,No,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,Yes,51,Yes,0,1,4049,Competitor,Competitor offered more data,95134,9657
258278,5293-WXJAK,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,73,Yes,0,3,4553,Competitor,Competitor offered more data,95135,15798
724987,3156-QLHBO,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,No,58,No,1,3,4725,,,95136,36944
725220,2208-NQBCT,No,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,No,23,Yes,3,3,2817,,,95138,14792
183256,1779-PWPMG,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No,73,Yes,0,3,5408,,,95139,7023
388813,6621-NRZAK,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,No,40,Yes,2,5,5975,,,95140,38
718548,0831-JNISG,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,No,52,Yes,2,4,5406,,,95148,44103
232450,0774-IFUVM,No,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No,19,Yes,2,3,5942,,,95202,7071
714844,3082-WQRVY,Yes,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,No,73,Yes,0,5,2962,,,95203,16357
461012,9553-DLCLU,No,No,Yes,13,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,No,30,No,0,3,5407,,,95204,30476
299847,1641-BYBTK,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,No,38,No,2,4,3478,,,95205,34138
508114,2460-NGXBJ,Yes,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No,65,Yes,1,5,5193,,,95206,49657
752994,2446-ZKVAF,No,Yes,No,18,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,No,19,Yes,0,5,5558,,,95207,49965
527146,0841-NULXI,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes,38,No,0,1,3958,Other,Don't know,95209,30814
385235,3522-CDKHF,No,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No,21,Yes,0,3,3131,,,95210,40611
892909,1430-SFQSA,No,No,No,29,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,1072.6,No,46,No,0,4,3898,,,95212,6951
280767,0411-EZJZE,No,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,No,62,No,0,4,4830,,,95215,23789
861911,7851-WZEKY,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,32,No,0,2,2414,Competitor,Competitor made better offer,95219,19109
395320,8844-TONUD,No,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes,54,Yes,0,1,5295,Competitor,Competitor had better devices,95220,6317
931141,8807-ARQET,No,No,No,41,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No,59,No,0,5,2454,,,95222,4264
955627,8992-CEUEN,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.85,18.85,No,59,No,0,4,5084,,,95223,5159
235398,4320-QMLLA,No,No,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,370.4,No,57,No,0,3,3481,,,95224,115
332280,8777-PVYGU,No,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,64.3,3410.6,No,36,Yes,0,4,4405,,,95225,27
410911,8292-ITGYJ,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No,48,Yes,1,4,3043,,,95226,75
388209,6870-ZWMNX,No,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),76.1,5264.25,No,55,Yes,0,4,5115,,,95227,722
257301,0621-CXBKL,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.7,1005.7,No,62,No,0,5,4116,,,95228,2633
615907,5268-DSMNQ,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),97.95,5936.55,No,65,Yes,0,5,5428,,,95230,596
103975,5334-JLAXU,No,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,No,44,Yes,0,3,5267,,,95231,5094
805890,4086-YQSNZ,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,Yes,74,Yes,0,2,3834,Attitude,Attitude of service provider,95232,21
966798,6242-MBHPK,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,No,67,Yes,0,3,4025,,,95233,335
664034,5868-CZJDR,No,No,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,Yes,41,No,0,2,3605,Attitude,Attitude of service provider,95236,3148
109399,9359-UGBTK,No,No,No,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),72.35,4991.5,No,63,No,0,3,4910,,,95237,3205
486582,0135-NMXAP,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes,57,No,0,3,5671,Attitude,Attitude of support person,95240,45755
488354,4782-OSFXZ,Yes,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.7,5831.2,No,72,Yes,0,3,5089,,,95242,22073
211690,6479-OAUSD,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9,510.8,No,41,No,0,3,2130,,,95245,2718
798549,7129-ACFOG,No,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,No,56,No,0,4,2182,,,95246,1692
745588,4189-NAKJS,No,No,No,26,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.55,1295.4,No,29,No,0,3,3130,,,95247,4353
429128,5562-BETPV,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,19.65,No,21,Yes,0,3,2539,,,95249,3930
233615,1282-IHQAC,Yes,No,No,70,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,No,68,No,0,3,4022,,,95251,460
754890,9127-FHJBZ,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.15,No,60,Yes,3,3,4558,,,95251,460
244981,6270-OMFIW,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes,33,Yes,0,2,4990,Attitude,Attitude of support person,95252,11266
171976,1641-RQDAY,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,No,77,Yes,2,3,4848,,,95254,304
790496,0107-WESLM,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,19.85,Yes,32,No,0,2,3874,Attitude,Attitude of support person,95255,2198
467884,6994-ORCWG,No,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.25,773.2,No,33,No,0,5,4423,,,95257,435
498424,1346-UFHAX,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.0,1029.35,No,59,No,0,3,5577,,,95258,4176
103662,3992-YWPKO,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Yes,55,No,0,1,5750,Competitor,Competitor had better devices,95301,27808
323082,2933-XEUJM,No,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,3593.8,No,56,No,0,4,2007,,,95303,809
292958,0125-LZQXK,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,Yes,42,No,0,2,3025,Attitude,Attitude of service provider,95305,167
686044,5461-QKNTN,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.3,3953.15,No,71,Yes,0,3,2040,,,95306,986
284316,4835-YSJMR,No,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No,59,No,0,4,2202,,,95307,32881
812433,8399-YNDCH,Yes,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes,80,No,0,1,4716,Competitor,Competitor had better devices,95310,2144
357508,3164-YAXFY,No,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.75,3196.0,No,56,No,0,4,5594,,,95311,2271
576294,0887-WBJVH,No,Yes,No,53,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,93.45,4872.2,No,29,Yes,0,4,4700,,,95312,55
335342,4660-IRIBM,No,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,No,32,Yes,1,4,5192,,,95313,1508
318968,5673-FSSMF,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,Yes,19,No,0,3,4611,Attitude,Attitude of support person,95315,10159
295648,7670-ZBPOQ,No,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),61.05,3478.75,No,59,Yes,0,4,4411,,,95316,5513
222504,8089-UZWLX,Yes,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,No,75,No,0,5,4113,,,95317,808
104368,0080-OROZO,No,No,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.25,3532.0,No,38,No,0,3,3244,,,95318,579
306667,3916-NRPAP,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),85.7,256.75,No,21,No,0,5,5806,,,95320,11474
873789,6807-SIWJI,No,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.85,3887.25,No,47,No,0,4,2709,,,95321,3680
993801,8221-HVAYI,No,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.15,2490.15,No,60,Yes,0,3,3945,,,95322,7872
551063,1579-KLYDT,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,Yes,31,No,0,2,5356,Competitor,Competitor made better offer,95323,1055
842279,5232-NXPAY,No,No,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,No,33,No,0,3,3459,,,95324,7177
991873,8967-SZQAS,No,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45,No,25,No,0,5,3185,,,95325,128
145192,4468-KAZHE,Yes,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,No,70,Yes,0,5,2399,,,95326,6822
873502,0455-ENTCR,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35,No,58,Yes,0,4,5012,,,95327,9559
652411,8944-AILEF,No,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,340.85,No,26,Yes,0,5,2483,,,95328,2130
201003,5542-NKVRU,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.75,844.45,No,24,No,0,3,2574,,,95329,1749
487359,7126-RBHSD,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No,53,Yes,0,3,2362,,,95330,10834
769875,5370-IIVVL,No,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,No,26,No,0,3,4812,,,95333,3256
729394,6789-HJBWG,No,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,No,20,No,0,3,5007,,,95334,12672
793838,3927-NLNRY,No,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes,48,Yes,0,3,5414,Other,Moved,95335,683
209675,9087-EYCPR,No,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1505.05,No,63,No,0,3,6355,,,95336,36738
921613,6791-YBNAK,No,Yes,Yes,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,No,26,Yes,2,3,4134,,,95337,19867
646792,6358-LYNGM,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,26,No,0,3,2548,Other,Moved,95338,10226
760158,6077-BDPXA,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,No,56,No,0,3,2228,,,95340,59289
203243,0013-MHZWF,No,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No,23,No,3,3,5108,,,95345,433
229842,5494-HECPR,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes,34,No,0,2,2502,Other,Moved,95346,1278
614029,8268-YDIXR,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.15,5253.95,No,45,Yes,0,3,4778,,,95348,23100
129872,9824-BEMCV,No,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,Yes,58,Yes,0,2,3368,Competitor,Competitor offered higher download speeds,95350,52872
659773,1373-ORVIZ,No,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,Yes,62,Yes,0,1,2860,Competitor,Competitor had better devices,95351,47536
553242,4291-SHSBH,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,521.35,No,25,No,0,3,4704,,,95354,27135
131273,6980-IMXXE,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1412.65,No,28,Yes,2,5,5267,,,95355,47613
134238,9866-QEVEE,No,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Yes,58,No,0,1,4857,Competitor,Competitor had better devices,95356,26055
683356,9897-KXHCM,No,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,250.05,Yes,37,Yes,0,1,3212,Competitor,Competitor offered higher download speeds,95357,13343
427626,0040-HALCW,No,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,No,42,Yes,3,4,6393,,,95358,30668
837880,0784-GTUUK,No,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.75,1446.8,No,26,Yes,0,4,4811,,,95360,8504
398148,7979-CORPM,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes,40,No,0,2,5927,Other,Don't know,95361,25384
335367,2294-DMMUS,No,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No,25,Yes,3,5,5057,,,95363,15536
413809,0872-JCPIB,No,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,No,47,No,0,4,3921,,,95364,235
123474,3055-MJDSB,No,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,190.1,No,24,No,0,5,2323,,,95365,4150
897879,9091-WTUUY,No,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,No,30,Yes,0,4,4226,,,95366,12646
913701,1618-CFHME,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,Yes,30,No,0,1,2101,Other,Don't know,95367,16525
821968,3165-HDOEW,No,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,47,Yes,0,2,3706,Other,Don't know,95368,12466
303001,6581-NQCBA,No,Yes,No,16,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,Yes,36,Yes,0,1,4840,Other,Don't know,95369,1158
131380,7115-IRDHS,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1830.05,No,64,Yes,0,5,5065,,,95370,25340
925285,8496-DMZUK,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),90.4,2820.65,No,62,No,0,4,3171,,,95372,1519
518210,2040-VZIKE,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,No,56,Yes,0,3,5417,,,95374,1960
728094,9068-VPWQQ,No,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.35,4729.3,No,21,Yes,0,4,6466,,,95376,69801
941621,0178-SZBHO,No,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,No,54,Yes,1,3,3760,,,95379,3979
268889,0384-RVBPI,No,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,1398.6,No,64,No,0,3,2120,,,95380,40545
